"Cenario";"Ano";"Replicacao";"NAfastMen15";"NDiasFalta";"PercAfastMen15";"PercFalta";"Funcionarios";"FolhadePagamento";"SalarioMedio";"DespesaSATProjetada";"SATProjetado";"FAPProjetado";"IndiceDoSAT";"HorasPorDia";"CustoMDO";"CustoTotal"
"SemIniciativa";2017;16;14,2550304062822;15,4935722669301;0,0999675488967198;0,0997413505910142;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;17;2,17109778695514;15,917218776123;0,099899555297329;0,0997013210573699;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;18;7,60388987699049;23,7224449454711;0,098812119117417;0,100044547323248;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;19;11,8159703995575;22,1892545266187;0,100347601497949;0,0995208389643743;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;20;8,3457050436636;19,1513545692104;0,100392568357753;0,100681654324667;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;21;8,44528190265977;16,6216551810159;0,100032285139982;0,0985569080903374;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;22;10,2194438150054;19,3649216711723;0,10105713056309;0,0991188654450713;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;23;5,77325917538264;19,8709438905104;0,0997057181650752;0,100988106055155;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;24;8,63930354418811;19,070290410593;0,100578700345949;0,099010689026402;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;25;6,10614989333604;19,5442240073667;0,0981934554453533;0,101252349179562;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;26;6,7148208140434;19,6458735519082;0,10071012293326;0,101357443576698;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;27;7,35547985977395;17,325658374349;0,10098657682677;0,0981864877971654;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;28;6,77933245828613;17,3099598205731;0,0995284743427182;0,0987257904736081;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;29;10,1188868336377;21,6132997382837;0,100638989590801;0,0999454541605689;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;30;14,7160808587922;29,9587944573995;0,10045028187641;0,10085157571817;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;31;8,33070044829072;19,7435170493094;0,100271282809617;0,0996022615356267;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;32;7,16508856060069;23,0921776056338;0,0994651661332561;0,0995345872006837;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;33;11,6115849325313;20,3465094952249;0,0995638769779707;0,0983254730987969;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;34;8,89401831179265;22,9962470970902;0,100573038230541;0,0999466752807742;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;35;5,81366011797029;19,5185830348048;0,101223521178767;0,100976336371177;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;36;9,54399501429022;20,0372093395034;0,0992923487535886;0,100523162771141;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;37;14,9390503652562;22,6100760078094;0,0996999298249575;0,0994231426662426;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;38;5,61529510757892;18,3188703525531;0,100659139665868;0,0995621733036461;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;39;9,96690668548613;25,1069777285645;0,0992671321137785;0,0990902833271567;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;40;6,04040272818141;19,9415859137696;0,0996830809958358;0,0998623294642904;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;41;11,025518937489;18,3824474710422;0,101133660231196;0,0990548828994642;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;42;12,6844633588141;17,8185258456575;0,101576700231558;0,0996008176500925;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;43;9,2878534824718;22,5799042930541;0,100665777342081;0,0991013981684467;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;44;5,58510924475568;16,0242427492745;0,0994211318253967;0,100526677117483;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;45;12,7878567781766;19,2333546399925;0,0984413482183245;0,100184758438372;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;46;12,9456550626635;20,2467801292427;0,101408769714925;0,0985499651781566;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;47;5,7219624840041;17,4612750363903;0,0996684957318788;0,098998352664313;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;48;8,34515852116879;15,1725531790048;0,0998643169349374;0,0987725360619564;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;49;11,3160467076471;18,6191138775935;0,101739694717496;0,0992972241425018;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;50;8,15356384312925;24,3717346600514;0,099958442338651;0,098677299765741;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;51;9,79864833801645;16,3723969213537;0,100303872339425;0,100980839660613;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;52;7,87586142628949;18,5158657211965;0,100442526466035;0,0994478768074162;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;53;7,05362430343656;21,782631923297;0,0993725205673293;0,0997758364018087;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;54;8,01903659074485;22,625003147309;0,0987492109153954;0,10087652802281;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;55;12,3873130195536;16,8580853603831;0,0987330595034378;0,101512547077783;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;56;7,9835733053042;12,0565481411124;0,0989997504603544;0,101514519579573;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;57;1,94956541335716;22,6262647529895;0,0992221467470058;0,100414923630253;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;58;10,5829264880617;16,4412001851427;0,100319271490207;0,100018338189997;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;59;7,65795680112003;20,8510697317913;0,0993884545976943;0,0994723989470595;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;60;14,2948870922627;18,0174694411267;0,0991135421122382;0,0998090131150843;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;61;4,01826022004755;14,0825088748531;0,100120240670584;0,0986130942472152;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;62;15,7196161844786;22,2252308029927;0,0999340995140578;0,101017638106062;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;63;5,54472266791374;16,8345645596989;0,100487025915052;0,101188536367946;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;64;11,1508583763758;21,3097833934057;0,0995058536372163;0,099579803144195;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;65;9,24196473841394;16,5010119831963;0,100176035423581;0,10014821934765;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;66;12,8783746410786;16,9307043625499;0,0991211185923856;0,0994616083532088;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;67;8,93167366506255;16,8385791036868;0,100535802010561;0,100483695004319;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;68;10,9299721125446;17,5586791361444;0,100036000899523;0,100414960121781;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;69;3,86741745390024;13,9943048469595;0,0993630773201683;0,100319673867542;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;70;12,9140973199417;23,9314989225436;0,099248253270507;0,100423199953386;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;71;15,6886335812908;12,4482564487347;0,100316333683822;0,0998063972430327;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;72;9,80344695431542;20,1895928694822;0,100112183210739;0,100891544543829;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;73;6,67043461045304;13,298236282971;0,0978268653967493;0,0994573154940613;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;74;5,3733090803357;21,0761751396127;0,0993274829357551;0,0991420817402994;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;75;14,7504463674304;20,3313769026528;0,0995661578850604;0,0985786138287533;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;76;8,93399642320125;20,9371921387542;0,0994120804550936;0,0992339238632877;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;77;8,48037190951011;24,5020378954576;0,0990308783163953;0,0984132237862311;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;78;6,58041602203454;12,9026296394495;0,100224947786775;0,09889799320451;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;79;13,1736046104375;20,4326954573724;0,100178227855274;0,102120240025308;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;80;8,96540242747919;21,5204753541928;0,0998743094738693;0,101275245820202;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;81;11,5014396036382;21,7379280354323;0,0981530405562128;0,0970712364101695;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;82;9,22391426973117;23,8289159815117;0,100899462790706;0,0988285819696453;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;83;15,7691787941563;23,8054518079902;0,0995019792166531;0,100131206989255;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;84;9,38985157807674;26,4531625423647;0,100319129947029;0,0993717188993141;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;85;10,5648929191777;16,1402730055508;0,100365535610241;0,09947577646953;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;86;10,4714451871493;24,8939781006423;0,100798160888698;0,098057631408129;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;87;10,759015205361;23,9046271490111;0,0998269552886183;0,100029887901139;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;88;6,97950523992233;24,523432264627;0,0996039633098936;0,100147270697459;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;89;9,12836268409174;18,0397187458721;0,0989694930142816;0,0991758267932532;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;90;8,71747767525493;21,6766587859229;0,101041211635216;0,0997019798080007;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;91;11,811350069668;18,0129570090685;0,100816334223753;0,100473499254302;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;92;11,9417019597047;17,1428547462365;0,100269108093279;0,0998398984168996;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;93;11,4053246453967;21,2377702984569;0,100339493287686;0,101036162653669;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;94;10,2231483570677;19,2323500083427;0,0993735151662101;0,0998035670275746;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;95;9,6488138404046;17,9999004199968;0,100868140113862;0,098950120225921;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;96;13,3869873808631;11,2216771600625;0,100096858347946;0,0999475362114458;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;97;12,7884148085895;12,3018845851002;0,100048606165164;0,0985820509926982;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;98;5,23642800322259;18,5523175125419;0,0995075095164524;0,0991204052576813;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;99;15,2470657800989;22,2914149155994;0,0999118415479973;0,100797503074362;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;100;12,3006033101778;17,1784041922729;0,0989935585578163;0,0985317629159092;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;101;11,1281332941139;17,5569848066038;0,10007151464498;0,100604105866134;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;102;6,495910830982;15,6128087685984;0,0988925456161041;0,100755741548364;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;103;11,7172589455845;18,7630503697742;0,0994330612807695;0,09810919952106;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;104;9,15531188306012;18,4374404029547;0,0986724966095546;0,0990144988937449;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;105;11,7328258700258;19,0119089308054;0,101021252452528;0,100441854024634;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;106;13,2008822374021;24,1351231786254;0,101059721057217;0,100578999446692;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;107;8,40717452086874;22,5721645533309;0,0998463944944343;0,0990910594401691;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;108;12,927205595199;15,6546153729563;0,099525626837058;0,0995133633857465;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;109;14,936175939121;20,7647552214145;0,0983125922471666;0,100562648406258;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;110;6,74112382267042;20,6876492937915;0,100596747981845;0,102357359437557;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;111;13,9296817146941;19,422770188302;0,0988048805325072;0,0997688438264046;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;112;9,33085186827157;25,088477807184;0,102795001031106;0,0988616144496122;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;113;7,66405106202991;22,9823755206479;0,0999126835568972;0,0990316851636622;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;114;7,35435444744642;19,2145941906982;0,10093686447332;0,100317289739381;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;115;14,0033494193592;20,3042481014322;0,100727867511976;0,102407160990604;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;116;14,6618349244566;19,166820648515;0,100311626668815;0,100672392684102;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;117;11,5683481180676;20,5707613633991;0,0991614440007972;0,100545075327439;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;118;12,4480044638854;18,2884328308167;0,100524142722337;0,100102413850409;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;119;13,8398081137147;20,0122166692431;0,0989345755760824;0,100018789668211;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;120;10,5315222358855;19,3558785267549;0,0991836910799955;0,100250099042548;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;121;6,93153021066264;15,9974684327938;0,0997804420623018;0,0999968671433286;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;122;12,2149499486843;18,7888590484242;0,100388572399872;0,0992060085744836;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;123;11,056128315594;18,9957692809685;0,0988740378506415;0,10119374527141;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;124;5,9387447304863;22,8036511463028;0,09985849740961;0,0988621540222377;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;125;11,9665526127374;18,4721456068619;0,099557495163321;0,100293668367366;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;126;15,7099270133118;21,3572928418319;0,101076575533504;0,0992494032780221;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;127;8,7288196104377;21,9508372670624;0,098890152173786;0,099961533973552;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;128;8,06116954496516;18,0449241687342;0,099650075974717;0,100288215819431;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;129;5,48101580284692;26,4816506818811;0,100273094069892;0,100548510734176;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;130;6,86937494004229;16,0050962115142;0,0988531795148618;0,0989197086093302;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;131;9,85146954369906;21,1200238714534;0,100663367632458;0,101778364476116;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;132;9,73374667075894;22,9114989245341;0,0997263080375398;0,099926855622151;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;133;14,1387194600162;20,1430782131346;0,100251320060416;0,0981134159378189;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;134;11,097934200117;15,9680093894401;0,10038554873097;0,0987773730334076;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;135;13,6124327216612;27,8663118331482;0,0986054984198223;0,0996141243917538;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;136;12,3374183951218;18,4366580549625;0,098793820932042;0,101516192409529;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;137;8,12809644294948;22,1883045488682;0,10059789156231;0,099824761751109;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;138;10,1341014203604;20,1534093402764;0,0996783661850914;0,100466764686116;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;139;9,96411850497097;19,393363776372;0,100127293626397;0,0992536889505216;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;140;6,18131600682001;18,156870192292;0,0970049033534414;0,0996927112795679;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;141;6,71306676738379;18,9367272404157;0,0995070690635311;0,0987300932527352;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;142;13,3164803389309;22,9086063429301;0,100399389444365;0,10115053393412;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;143;6,52208342523065;17,721977414185;0,0999178923995851;0,0990185046496977;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;144;6,56499248672568;16,2056008347783;0,0991607830370424;0,100822465248397;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;145;7,27560698145035;24,4294503937307;0,100467277649783;0,0998224807580289;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;146;13,3094559361445;19,4207096816541;0,0991506155467158;0,0996749177489302;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;147;11,7973338451127;15,2112584012172;0,0987686352539468;0,0996890184335965;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;148;18,9494697576961;21,7778855605262;0,100043350488704;0,100574911316845;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;149;10,2819820292919;21,7376160714107;0,0973231685127699;0,0995995078184918;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;150;8,21229066744112;22,4649037624851;0,101372639092818;0,101590271706173;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;151;10,0525569899416;20,1694104915184;0,100112723397363;0,0994884403693064;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;152;15,5577072475467;15,63578279606;0,0980761807490354;0,0997984586461981;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;153;11,286992500687;25,0371361075055;0,100512612775308;0,0995937689032198;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;154;10,6681506769409;19,0055333213763;0,100062739089691;0,100768651758859;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;155;14,7218936598038;19,4519835803052;0,100279182589834;0,0980427635006767;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;156;11,737208170578;17,6325909837479;0,100076041547899;0,098008056438485;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;157;8,32232588033948;17,7546810908756;0,0981404169273786;0,101063147614422;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;158;8,9521898443227;24,5724472982713;0,099034649645211;0,102102518653721;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;159;9,13625923016989;21,0120372351676;0,100027336716051;0,0988717869561256;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;160;12,8296432632688;20,3911992182142;0,0992651892731493;0,101517252328026;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;161;8,6962419857311;16,6208844278587;0,0994462820189279;0,099767608066682;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;162;5,08216391200573;22,5137054937161;0,100155053446292;0,100272071608254;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;163;10,5211338642096;19,389499685368;0,100629011898502;0,09862349309282;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;164;9,70776196547248;16,7533524419415;0,100098838120178;0,1009906323022;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;165;5,43516419701081;13,8743071736504;0,0996355344638315;0,100030429961102;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;166;12,5981372675497;17,643516983409;0,0993098046293095;0,0998982622606703;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;167;5,19565260513859;15,9331739933482;0,0993877523636187;0,101404587729854;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;168;8,45396102251446;18,4249679635743;0,100629799500323;0,0991310530031234;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;169;11,8654075959688;16,3308408667061;0,101537929909468;0,100425062266699;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;170;12,252828228174;18,7793054176572;0,0998361258307656;0,100526202641032;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;171;10,0819662504358;13,7844796728312;0,098904861315712;0,0980949433541011;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;172;14,4745992012557;20,1506986849357;0,0996527070346959;0,100698684520605;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;173;10,4770857744958;22,2949730530494;0,100143183925512;0,100031631828543;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;174;7,25159946430194;17,9472620967036;0,101033391934209;0,098735471293605;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;175;6,37693788132108;20,2221070998902;0,100168728277865;0,099440923055297;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;176;9,09809305417972;21,834969726619;0,099695518818693;0,0994339821574526;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;177;6,15722374238117;22,935723133108;0,0987948649916909;0,100020468459432;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;178;14,4351311034731;16,900581664444;0,0994614892953821;0,102828928497341;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;179;13,6318059718716;23,6334559770401;0,0999728580116532;0,100562003295677;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;180;4,00936139307086;23,0792280577527;0,0991889448578561;0,100684395560026;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;181;7,81156339523861;16,0382539027185;0,100033999874724;0,0995083313441019;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;182;9,62394426494579;26,9797927609631;0,100285372272253;0,101511135964589;3000;2550000;750;153000;0,06;0,02;3;8;20;50
"SemIniciativa";2017;183;6,86397441057938;22,8520078585389;0,100146593770276;0,100704075012248;3000;2550000;750;153000;0,06;0,02;3;8;20;50
